id,expected_decision,language,decision_score,code_details,user_input,tags,difficulty,expected_facts,forbidden_facts,expected_code,possible_code_objects,expected_plot_path,model_plot_path,model_plot_error,heuristic_score,result_match
code_009_pca,code_generation,ru,True,"{'heuristic_score': 0.852, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': ['sklearn.decomposition'], 'model': ['pandas', 'sklearn.decomposition'], 'matched': ['sklearn.decomposition']}, 'calls': {'score': 0.296, 'expected': ['PCA', 'drop', 'fit_transform'], 'model': ['DataFrame', 'PCA', 'fit_transform', 'select_dtypes'], 'matched': ['PCA', 'fit_transform']}, 'objects': {'score': 0.0, 'possible': [], 'matched': False}}, 'errors': {'expected': None, 'model': None}, 'results': {'expected': None, 'model': None}}",Снизь размерность датасета до двух компонент с помощью PCA.,"['code', 'pca', 'dimensions']",medium,,,"from sklearn.decomposition import PCA

pca = PCA(n_components=2)
X_pca = pca.fit_transform(df.drop(columns=[""species""]))",,,,,0.852,
code_010_pca_plot,code_generation,ru,True,"{'heuristic_score': 0.926, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': ['plotly.express', 'sklearn.decomposition'], 'model': ['pandas', 'plotly.express', 'sklearn.decomposition'], 'matched': ['plotly.express', 'sklearn.decomposition']}, 'calls': {'score': 0.37, 'expected': ['DataFrame', 'PCA', 'drop', 'fit_transform', 'scatter', 'show'], 'model': ['DataFrame', 'PCA', 'fit_transform', 'scatter', 'show'], 'matched': ['DataFrame', 'PCA', 'fit_transform', 'scatter', 'show']}, 'objects': {'score': 0.0, 'possible': [], 'matched': False}}, 'errors': {'expected': 'execution_timeout: sandbox_timeout', 'model': None}, 'results': {'expected': None, 'model': Figure({
    'data': [{'hovertemplate': 'species=setosa<br>PC1=%{x}<br>PC2=%{y}<extra></extra>',
              'legendgroup': 'setosa',
              'marker': {'color': '#636efa', 'symbol': 'circle'},
              'mode': 'markers',
              'name': 'setosa',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('TCgv2xZ5BcBwHb3qj7YFwCt/ZBanHA' ... 'A3twbAs49zVz1YBMACnPMXe6AFwA=='),
                    'dtype': 'f8'},
              'xaxis': 'x',
              'y': {'bdata': ('EP0gJgFx1D9gqoDk+afGvwBETuqzjc' ... 'dSLc2/4OGs4oaK4j+ATOo1oJK7Pw=='),
                    'dtype': 'f8'},
              'yaxis': 'y'},
             {'hovertemplate': 'species=versicolor<br>PC1=%{x}<br>PC2=%{y}<extra></extra>',
              'legendgroup': 'versicolor',
              'marker': {'color': '#EF553B', 'symbol': 'circle'},
              'mode': 'markers',
              'name': 'versicolor',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('EFGrYaWO9D94pcUw8tbtP/SOhkXIbf' ... '/7j+Q/CHkYF80B7b9w9VVt1CLTPw=='),
                    'dtype': 'f8'},
              'xaxis': 'x',
              'y': {'bdata': ('sGilptXs5T8ggGMNlF/UP9DwisXrIu' ... 'n1KZI/cH1It+ox6L/AaxZ3V1TWvw=='),
                    'dtype': 'f8'},
              'yaxis': 'y'},
             {'hovertemplate': 'species=virginica<br>PC1=%{x}<br>PC2=%{y}<extra></extra>',
              'legendgroup': 'virginica',
              'marker': {'color': '#00cc96', 'symbol': 'circle'},
              'mode': 'markers',
              'name': 'virginica',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('JFEO+eE/BEBEG+lfzqT2P7hux9Xz7g' ... 'PCOvw//MYKwUFq/j+wRhWtNj72Pw=='),
                    'dtype': 'f8'},
              'xaxis': 'x',
              'y': {'bdata': ('ACyJGcUrhL+Qu9T3tmXivwBDAF2CAt' ... 'kYMLQ/AMWbc1TbvT+wqiHnHRfSvw=='),
                    'dtype': 'f8'},
              'yaxis': 'y'}],
    'layout': {'legend': {'title': {'text': 'species'}, 'tracegroupgap': 0},
               'template': '...',
               'title': {'text': 'Scatter plot of first two PCA components'},
               'xaxis': {'anchor': 'y', 'domain': [0.0, 1.0], 'title': {'text': 'PC1'}},
               'yaxis': {'anchor': 'x', 'domain': [0.0, 1.0], 'title': {'text': 'PC2'}}}
})}}",Построй scatter plot первых двух PCA-компонент с раскраской по видам.,"['code', 'pca', 'plot']",medium,,,"import plotly.express as px
from sklearn.decomposition import PCA

pca = PCA(n_components=2)
X_pca = pca.fit_transform(df.drop(columns=[""species""]))

df_pca = pd.DataFrame(X_pca, columns=[""PC1"", ""PC2""])
df_pca[""species""] = df[""species""]

fig = px.scatter(df_pca, x=""PC1"", y=""PC2"", color=""species"")
fig.show()",,core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_010_pca_plot_expected.png,core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_010_pca_plot_model.png,,0.926,
code_011_kmeans,code_generation,ru,True,"{'heuristic_score': 0.852, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': ['sklearn.cluster'], 'model': ['pandas', 'plotly.express', 'sklearn.cluster'], 'matched': ['sklearn.cluster']}, 'calls': {'score': 0.296, 'expected': ['KMeans', 'drop', 'fit_predict'], 'model': ['KMeans', 'fit_predict', 'scatter_3d', 'show'], 'matched': ['KMeans', 'fit_predict']}, 'objects': {'score': 0.0, 'possible': [], 'matched': False}}, 'errors': {'expected': None, 'model': 'execution_timeout: sandbox_timeout'}, 'results': {'expected': None, 'model': None}}",Выполни кластеризацию KMeans на три кластера.,"['code', 'clustering']",medium,,,"from sklearn.cluster import KMeans

kmeans = KMeans(n_clusters=3, random_state=42)
clusters = kmeans.fit_predict(df.drop(columns=[""species""]))",,,core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_011_kmeans_model.png,,0.852,
code_012_cluster_plot,code_generation,ru,True,"{'heuristic_score': 0.822, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': ['plotly.express', 'sklearn.cluster'], 'model': ['pandas', 'plotly.express', 'sklearn.cluster'], 'matched': ['plotly.express', 'sklearn.cluster']}, 'calls': {'score': 0.267, 'expected': ['KMeans', 'astype', 'drop', 'fit_predict', 'scatter'], 'model': ['KMeans', 'fit_predict', 'scatter', 'show'], 'matched': ['KMeans', 'fit_predict', 'scatter']}, 'objects': {'score': 0.0, 'possible': [], 'matched': False}}, 'errors': {'expected': None, 'model': 'execution_timeout: sandbox_timeout'}, 'results': {'expected': Figure({
    'data': [{'hovertemplate': 'color=1<br>sepal_length=%{x}<br>sepal_width=%{y}<extra></extra>',
              'legendgroup': '1',
              'marker': {'color': '#636efa', 'symbol': 'circle'},
              'mode': 'markers',
              'name': '1',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('ZmZmZmZmFECamZmZmZkTQM3MzMzMzB' ... 'ZmZhJAMzMzMzMzFUAAAAAAAAAUQA=='),
                    'dtype': 'f8'},
              'xaxis': 'x',
              'y': {'bdata': ('AAAAAAAADEAAAAAAAAAIQJqZmZmZmQ' ... 'mZmQlAmpmZmZmZDUBmZmZmZmYKQA=='),
                    'dtype': 'f8'},
              'yaxis': 'y'},
             {'hovertemplate': 'color=0<br>sepal_length=%{x}<br>sepal_width=%{y}<extra></extra>',
              'legendgroup': '0',
              'marker': {'color': '#EF553B', 'symbol': 'circle'},
              'mode': 'markers',
              'name': '0',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('AAAAAAAAHECamZmZmZkbQM3MzMzMzB' ... 'zMzMzMGkAAAAAAAAAaQM3MzMzMzBhA'),
                    'dtype': 'f8'},
              'xaxis': 'x',
              'y': {'bdata': ('mpmZmZmZCUDNzMzMzMwIQAAAAAAAAA' ... 'AAAAAACEAAAAAAAAAIQDMzMzMzMwtA'),
                    'dtype': 'f8'},
              'yaxis': 'y'},
             {'hovertemplate': 'color=2<br>sepal_length=%{x}<br>sepal_width=%{y}<extra></extra>',
              'legendgroup': '2',
              'marker': {'color': '#00cc96', 'symbol': 'circle'},
              'mode': 'markers',
              'name': '2',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('mpmZmZmZGUAAAAAAAAAWQAAAAAAAAB' ... 'MzMzMXQDMzMzMzMxlAmpmZmZmZF0A='),
                    'dtype': 'f8'},
              'xaxis': 'x',
              'y': {'bdata': ('mpmZmZmZCUBmZmZmZmYCQGZmZmZmZg' ... 'mZmZkFQAAAAAAAAARAAAAAAAAACEA='),
                    'dtype': 'f8'},
              'yaxis': 'y'}],
    'layout': {'legend': {'title': {'text': 'color'}, 'tracegroupgap': 0},
               'margin': {'t': 60},
               'template': '...',
               'xaxis': {'anchor': 'y', 'domain': [0.0, 1.0], 'title': {'text': 'sepal_length'}},
               'yaxis': {'anchor': 'x', 'domain': [0.0, 1.0], 'title': {'text': 'sepal_width'}}}
}), 'model': None}}",Построй scatter plot кластеров KMeans по первым двум признакам.,"['code', 'clustering', 'plot']",medium,,,"import plotly.express as px
from sklearn.cluster import KMeans

X = df.drop(columns=[""species""])
kmeans = KMeans(n_clusters=3, random_state=42)
clusters = kmeans.fit_predict(X)

fig = px.scatter(
    df,
    x=""sepal_length"",
    y=""sepal_width"",
    color=clusters.astype(str)
)
fig",,core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_012_cluster_plot_expected.png,core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_012_cluster_plot_model.png,,0.822,
code_013_train_test_split,code_generation,ru,True,"{'heuristic_score': 1.0, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': ['sklearn.model_selection'], 'model': ['sklearn.model_selection'], 'matched': ['sklearn.model_selection']}, 'calls': {'score': 0.444, 'expected': ['drop', 'train_test_split'], 'model': ['drop', 'train_test_split'], 'matched': ['drop', 'train_test_split']}, 'objects': {'score': 0.0, 'possible': [], 'matched': False}}, 'errors': {'expected': None, 'model': None}, 'results': {'expected': None, 'model': None}}",Раздели датасет на обучающую и тестовую выборки.,"['code', 'split', 'train', 'test']",easy,,,"from sklearn.model_selection import train_test_split

X = df.drop(columns=[""species""])
y = df[""species""]

X_train, X_test, y_train, y_test = train_test_split(X, y, test_size=0.2, random_state=42)",,,,,1.0,
code_014_show_all_plots,code_generation,ru,True,"{'heuristic_score': 0.525, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.111, 'expected': ['plotly.express', 'plotly.graph_objects'], 'model': ['plotly.express'], 'matched': ['plotly.express']}, 'calls': {'score': 0.081, 'expected': ['ValueError', 'box', 'corr', 'histogram', 'imshow', 'next', 'scatter', 'scatter_matrix', 'select_dtypes', 'show', 'tolist'], 'model': ['scatter_matrix', 'show'], 'matched': ['scatter_matrix', 'show']}, 'objects': {'score': 0.444, 'possible': ['df', 'px', 'go'], 'matched': False}}, 'errors': {'expected': 'execution_timeout: sandbox_timeout', 'model': 'execution_timeout: sandbox_timeout'}, 'results': {'expected': None, 'model': None}}",Отобрази все графики.,"['code', 'plots', 'plotly']",hard,,,"import plotly.express as px
import plotly.graph_objects as go

# df already exists and represents the iris dataset

# Select numeric columns
num_cols = df.select_dtypes(include=[""number""]).columns.tolist()

# Try to infer target column
candidate_targets = [""species"", ""target"", ""label"", ""class""]
target_col = next((c for c in candidate_targets if c in df.columns), None)

if not num_cols:
    raise ValueError(""No numeric columns found in df to build plots."")

# 1) Histograms for all numeric features
fig_hist = px.histogram(
    df,
    x=num_cols,
    color=target_col if target_col else None,
    barmode=""overlay"",
    title=""Distributions (Histograms)""
)
fig_hist.show()

# 2) Box plots by class (if target exists)
if target_col:
    for col in num_cols:
        fig_box = px.box(
            df,
            x=target_col,
            y=col,
            title=f""Boxplot: {col} by {target_col}""
        )
        fig_box.show()

# 3) Scatter plots for common Iris feature pairs
scatter_pairs = [
    (""sepal_length"", ""sepal_width""),
    (""petal_length"", ""petal_width"")
]

for x, y in scatter_pairs:
    if x in df.columns and y in df.columns:
        fig_scatter = px.scatter(
            df,
            x=x,
            y=y,
            color=target_col if target_col else None,
            title=f""Scatter: {x} vs {y}""
        )
        fig_scatter.show()

# 4) Scatter matrix (pairwise relationships)
fig_matrix = px.scatter_matrix(
    df,
    dimensions=num_cols,
    color=target_col if target_col else None,
    title=""Scatter Matrix""
)
fig_matrix.show()

# 5) Correlation heatmap
corr = df[num_cols].corr(numeric_only=True)

fig_heatmap = px.imshow(
    corr,
    text_auto=True,
    title=""Correlation Heatmap""
)
fig_heatmap.show()
","['df', 'px', 'go']",core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_014_show_all_plots_expected.png,core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_014_show_all_plots_model.png,,0.525,
code_015_histogram,code_generation,ru,True,"{'heuristic_score': 0.733, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': ['plotly.express'], 'model': ['plotly.express'], 'matched': ['plotly.express']}, 'calls': {'score': 0.178, 'expected': ['ValueError', 'histogram', 'select_dtypes', 'show', 'tolist'], 'model': ['histogram', 'show'], 'matched': ['histogram', 'show']}, 'objects': {'score': 0.444, 'possible': ['df', 'px'], 'matched': False}}, 'errors': {'expected': 'execution_timeout: sandbox_timeout', 'model': 'execution_timeout: sandbox_timeout'}, 'results': {'expected': None, 'model': None}}",Отобрази график Histogram,"['code', 'plots', 'plotly']",hard,,,"import plotly.express as px

# df already exists and represents the iris dataset

num_cols = df.select_dtypes(include=[""number""]).columns.tolist()

if not num_cols:
    raise ValueError(""В df не найдено числовых колонок для построения histogram."")

# Строим histogram по всем числовым признакам
fig = px.histogram(
    df,
    x=num_cols,
    barmode=""overlay"",
    title=""Histogram""
)

fig.show()
","['df', 'px']",core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_015_histogram_expected.png,core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_015_histogram_model.png,,0.733,
code_016_index_to_value,code_generation,ru,True,"{'heuristic_score': 0.556, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': ['plotly.express'], 'model': ['plotly.express'], 'matched': ['plotly.express']}, 'calls': {'score': 0.0, 'expected': ['rename', 'reset_index', 'scatter'], 'model': ['line', 'show'], 'matched': []}, 'objects': {'score': 0.444, 'possible': ['df', 'px'], 'matched': False}}, 'errors': {'expected': None, 'model': 'execution_timeout: sandbox_timeout'}, 'results': {'expected': Figure({
    'data': [{'hovertemplate': 'variable=sepal_length<br>index=%{x}<br>value=%{y}<extra></extra>',
              'legendgroup': 'sepal_length',
              'marker': {'color': '#636efa', 'symbol': 'circle'},
              'mode': 'markers',
              'name': 'sepal_length',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('AAABAAIAAwAEAAUABgAHAAgACQAKAA' ... 'CLAIwAjQCOAI8AkACRAJIAkwCUAJUA'),
                    'dtype': 'i2'},
              'xaxis': 'x',
              'y': {'bdata': ('ZmZmZmZmFECamZmZmZkTQM3MzMzMzB' ... 'AAAAAAGkDNzMzMzMwYQJqZmZmZmRdA'),
                    'dtype': 'f8'},
              'yaxis': 'y'},
             {'hovertemplate': 'variable=sepal_width<br>index=%{x}<br>value=%{y}<extra></extra>',
              'legendgroup': 'sepal_width',
              'marker': {'color': '#EF553B', 'symbol': 'circle'},
              'mode': 'markers',
              'name': 'sepal_width',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('AAABAAIAAwAEAAUABgAHAAgACQAKAA' ... 'CLAIwAjQCOAI8AkACRAJIAkwCUAJUA'),
                    'dtype': 'i2'},
              'xaxis': 'x',
              'y': {'bdata': ('AAAAAAAADEAAAAAAAAAIQJqZmZmZmQ' ... 'AAAAAACEAzMzMzMzMLQAAAAAAAAAhA'),
                    'dtype': 'f8'},
              'yaxis': 'y'},
             {'hovertemplate': 'variable=petal_length<br>index=%{x}<br>value=%{y}<extra></extra>',
              'legendgroup': 'petal_length',
              'marker': {'color': '#00cc96', 'symbol': 'circle'},
              'mode': 'markers',
              'name': 'petal_length',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('AAABAAIAAwAEAAUABgAHAAgACQAKAA' ... 'CLAIwAjQCOAI8AkACRAJIAkwCUAJUA'),
                    'dtype': 'i2'},
              'xaxis': 'x',
              'y': {'bdata': ('ZmZmZmZm9j9mZmZmZmb2P83MzMzMzP' ... 'zMzMzMFECamZmZmZkVQGZmZmZmZhRA'),
                    'dtype': 'f8'},
              'yaxis': 'y'},
             {'hovertemplate': 'variable=petal_width<br>index=%{x}<br>value=%{y}<extra></extra>',
              'legendgroup': 'petal_width',
              'marker': {'color': '#ab63fa', 'symbol': 'circle'},
              'mode': 'markers',
              'name': 'petal_width',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('AAABAAIAAwAEAAUABgAHAAgACQAKAA' ... 'CLAIwAjQCOAI8AkACRAJIAkwCUAJUA'),
                    'dtype': 'i2'},
              'xaxis': 'x',
              'y': {'bdata': ('mpmZmZmZyT+amZmZmZnJP5qZmZmZmc' ... 'AAAAAAAEBmZmZmZmYCQM3MzMzMzPw/'),
                    'dtype': 'f8'},
              'yaxis': 'y'}],
    'layout': {'legend': {'title': {'text': 'variable'}, 'tracegroupgap': 0},
               'margin': {'t': 60},
               'template': '...',
               'xaxis': {'anchor': 'y', 'domain': [0.0, 1.0], 'title': {'text': 'index'}},
               'yaxis': {'anchor': 'x', 'domain': [0.0, 1.0], 'title': {'text': 'value'}}}
}), 'model': None}}",Отобрази график Index To Values Plot,"['code', 'plots', 'plotly']",hard,,,"import plotly.express as px

df_reset = df.reset_index().rename(columns={""index"": ""index""})
fig = px.scatter(
    df_reset,
    x=""index"",
    y=[""sepal_length"", ""sepal_width"", ""petal_length"", ""petal_width""],
)
fig","['df', 'px']",core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_016_index_to_value_expected.png,core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_016_index_to_value_model.png,,0.556,
code_017_corr_matrix,code_generation,ru,True,"{'heuristic_score': 0.556, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.0, 'expected': ['plotly.express'], 'model': ['numpy', 'plotly.figure_factory'], 'matched': []}, 'calls': {'score': 0.222, 'expected': ['corr', 'imshow'], 'model': ['corr', 'create_annotated_heatmap', 'list', 'round', 'select_dtypes', 'show'], 'matched': ['corr']}, 'objects': {'score': 0.444, 'possible': ['df', 'px'], 'matched': False}}, 'errors': {'expected': None, 'model': 'execution_timeout: sandbox_timeout'}, 'results': {'expected': Figure({
    'data': [{'coloraxis': 'coloraxis',
              'hovertemplate': 'x: %{x}<br>y: %{y}<br>color: %{z}<extra></extra>',
              'name': '0',
              'texttemplate': '%{z}',
              'type': 'heatmap',
              'x': array(['sepal_length', 'sepal_width', 'petal_length', 'petal_width'],
                         dtype=object),
              'xaxis': 'x',
              'y': array(['sepal_length', 'sepal_width', 'petal_length', 'petal_width'],
                         dtype=object),
              'yaxis': 'y',
              'z': {'bdata': ('AAAAAAAA8D9HWdmpDRm+v9Mdsyxo5e' ... '12m27Xv7hdSirLz+4/AAAAAAAA8D8='),
                    'dtype': 'f8',
                    'shape': '4, 4'}}],
    'layout': {'coloraxis': {'colorscale': [[0.0, '#0d0887'], [0.1111111111111111,
                                            '#46039f'], [0.2222222222222222,
                                            '#7201a8'], [0.3333333333333333,
                                            '#9c179e'], [0.4444444444444444,
                                            '#bd3786'], [0.5555555555555556,
                                            '#d8576b'], [0.6666666666666666,
                                            '#ed7953'], [0.7777777777777778,
                                            '#fb9f3a'], [0.8888888888888888,
                                            '#fdca26'], [1.0, '#f0f921']]},
               'margin': {'t': 60},
               'template': '...',
               'xaxis': {'anchor': 'y', 'constrain': 'domain', 'domain': [0.0, 1.0], 'scaleanchor': 'y'},
               'yaxis': {'anchor': 'x', 'autorange': 'reversed', 'constrain': 'domain', 'domain': [0.0, 1.0]}}
}), 'model': None}}",отобрази график correlation matrix,"['code', 'plots', 'plotly']",hard,,,"import plotly.express as px

corr = df[[""sepal_length"", ""sepal_width"", ""petal_length"", ""petal_width""]].corr()
fig = px.imshow(corr, text_auto=True)
fig","['df', 'px']",core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_017_corr_matrix_expected.png,core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_017_corr_matrix_model.png,,0.556,
code_018_radar,code_generation,ru,True,"{'heuristic_score': 0.644, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': ['plotly.express'], 'model': ['plotly.express'], 'matched': ['plotly.express']}, 'calls': {'score': 0.089, 'expected': ['groupby', 'line_polar', 'mean', 'melt', 'reset_index'], 'model': ['line_polar', 'show'], 'matched': ['line_polar']}, 'objects': {'score': 0.444, 'possible': ['df', 'px'], 'matched': False}}, 'errors': {'expected': None, 'model': ""execution_error: All arguments should have the same length. The length of column argument `df[color]` is 150, whereas the length of previously-processed arguments ['r', 'theta'] is 4""}, 'results': {'expected': Figure({
    'data': [{'hovertemplate': 'species=setosa<br>value=%{r}<br>variable=%{theta}<extra></extra>',
              'legendgroup': 'setosa',
              'line': {'color': '#636efa', 'dash': 'solid'},
              'marker': {'symbol': 'circle'},
              'mode': 'lines',
              'name': 'setosa',
              'r': {'bdata': 'oBov3SQGFEAGgZVDi2wLQDEIrBxaZPc/sXJoke18zz+gGi/dJAYUQA==', 'dtype': 'f8'},
              'showlegend': True,
              'subplot': 'polar',
              'theta': array(['sepal_length', 'sepal_width', 'petal_length', 'petal_width',
                              'sepal_length'], dtype=object),
              'type': 'scatterpolar'},
             {'hovertemplate': 'species=versicolor<br>value=%{r}<br>variable=%{theta}<extra></extra>',
              'legendgroup': 'versicolor',
              'line': {'color': '#EF553B', 'dash': 'solid'},
              'marker': {'symbol': 'circle'},
              'mode': 'lines',
              'name': 'versicolor',
              'r': {'bdata': 'WDm0yHa+F0ApXI/C9SgGQArXo3A9ChFAne+nxks39T9YObTIdr4XQA==', 'dtype': 'f8'},
              'showlegend': True,
              'subplot': 'polar',
              'theta': array(['sepal_length', 'sepal_width', 'petal_length', 'petal_width',
                              'sepal_length'], dtype=object),
              'type': 'scatterpolar'},
             {'hovertemplate': 'species=virginica<br>value=%{r}<br>variable=%{theta}<extra></extra>',
              'legendgroup': 'virginica',
              'line': {'color': '#00cc96', 'dash': 'solid'},
              'marker': {'symbol': 'circle'},
              'mode': 'lines',
              'name': 'virginica',
              'r': {'bdata': 'JjEIrBxaGkCXbhKDwMoHQGmR7Xw/NRZAaJHtfD81AEAmMQisHFoaQA==', 'dtype': 'f8'},
              'showlegend': True,
              'subplot': 'polar',
              'theta': array(['sepal_length', 'sepal_width', 'petal_length', 'petal_width',
                              'sepal_length'], dtype=object),
              'type': 'scatterpolar'}],
    'layout': {'legend': {'title': {'text': 'species'}, 'tracegroupgap': 0},
               'margin': {'t': 60},
               'polar': {'angularaxis': {'direction': 'clockwise', 'rotation': 90},
                         'domain': {'x': [0.0, 1.0], 'y': [0.0, 1.0]}},
               'template': '...'}
}), 'model': None}}",Отобрази график Radar,"['code', 'plots', 'plotly']",hard,,,"import plotly.express as px

cols = [""sepal_length"", ""sepal_width"", ""petal_length"", ""petal_width""]
df_mean = df.groupby(""species"", observed=True)[cols].mean().reset_index()
df_long = df_mean.melt(id_vars=""species"", var_name=""variable"", value_name=""value"")
fig = px.line_polar(df_long, r=""value"", theta=""variable"", color=""species"", line_close=True)
fig","['df', 'px']",core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_018_radar_expected.png,,"All arguments should have the same length. The length of column argument `df[color]` is 150, whereas the length of previously-processed arguments ['r', 'theta'] is 4",0.644,
chat_001_what_is_iris_en,chat_response,en,True,,Explain what this dataset represents.,"['chat', 'iris description']",easy,"['dataset contains measurements of petals and sepals', 'three iris species']",[],,,,,,,
chat_002_how_many_classes_en,chat_response,en,True,,How many classes are in this dataset?,"['chat', 'classes']",easy,"['three classes', 'setosa', 'versicolor', 'virginica']",[],,,,,,,
chat_003_best_features_en,chat_response,en,True,,Which features best separate the iris species?,"['chat', 'analysis']",medium,"['petal length', 'petal width']",[],,,,,,,
chat_004_easiest_class_en,chat_response,en,True,,Which iris species is the easiest to separate from the others?,"['chat', 'analysis']",medium,"['setosa', 'shorter petals', 'wider petals']",[],,,,,,,
theory_001_overfitting_en,chat_response,en,True,,What is overfitting in machine learning?,"['theory', 'ml']",easy,"['model fits training data too well', 'poor generalization to new data']",['overfitting improves performance on unseen data'],,,,,,,
theory_002_train_test_split_en,chat_response,en,True,,Why is a train-test split used?,"['theory', 'ml']",easy,"['evaluate model on unseen data', 'prevent data leakage']",['to increase training accuracy'],,,,,,,
theory_003_regularization_en,chat_response,en,True,,What is regularization and why is it used?,"['theory', 'ml']",medium,"['adds penalty to model complexity', 'reduces overfitting']",['regularization increases model variance'],,,,,,,
theory_004_bias_variance_en,chat_response,en,True,,Explain the bias-variance tradeoff.,"['theory', 'ml']",medium,"['bias refers to error from simplifying assumptions', 'variance refers to sensitivity to training data', 'tradeoff between bias and variance']",['bias and variance can both be minimized independently'],,,,,,,
chat_005_feature_count_en,chat_response,en,True,,How many features does this dataset have?,"['chat', 'features']",easy,"['four features', 'sepal length', 'sepal width', 'petal length', 'petal width']","['five features', 'only petal features']",,,,,,,
chat_006_samples_count_en,chat_response,en,True,,How many samples are in this dataset?,"['chat', 'dataset size']",easy,"['150 samples', '50 samples per class']","['100 samples', 'imbalanced classes']",,,,,,,
chat_007_numeric_only_en,chat_response,en,True,,Are all features in this dataset numeric?,"['chat', 'data types']",easy,"['all features are numeric', 'continuous measurements']","['categorical features', 'text features']",,,,,,,
chat_008_need_scaling_en,chat_response,en,True,,Is feature scaling important for this dataset?,"['chat', 'preprocessing']",medium,"['important for distance-based models', 'helps algorithms like kNN or SVM']","['scaling is never useful', 'scaling changes class labels']",,,,,,,
chat_009_linear_separable_en,chat_response,en,True,,Is this dataset linearly separable?,"['chat', 'analysis']",medium,"['setosa is linearly separable', 'other classes overlap']","['all classes are perfectly separable', 'no class is separable']",,,,,,,
chat_011_unsupervised_possible_en,chat_response,en,True,,Can this dataset be used for unsupervised learning?,"['chat', 'unsupervised']",medium,"['can be used for clustering', 'labels can be ignored']",['unsupervised learning requires labels'],,,,,,,
chat_012_pca_purpose_en,chat_response,en,True,,Is PCA applicable to this dataset?,"['chat', 'pca']",medium,"['reduce dimensionality', 'enable visualization', 'capture most variance']",['PCA improves class labels'],,,,,,,
chat_013_outliers_en,chat_response,en,True,,Are outliers a major concern in this dataset?,"['chat', 'data quality']",medium,"['dataset is relatively clean', 'few or no strong outliers']",['dataset is heavily corrupted by outliers'],,,,,,,
chat_014_real_world_limitations_en,chat_response,en,True,,What are the limitations of this dataset?,"['chat', 'limitations']",hard,"['small size', 'not representative of complex real-world data']",['suitable for deep learning at scale'],,,,,,,
theory_006_classification_vs_regression_en,chat_response,en,True,,What is the difference between classification and regression?,"['theory', 'ml basics']",easy,"['classification predicts discrete labels', 'regression predicts continuous values']","['classification predicts numbers only', 'regression predicts categories']",,,,,,,
theory_007_cross_validation_en,chat_response,en,True,,What is cross-validation?,"['theory', 'model evaluation']",medium,"['splits data into multiple folds', 'provides more reliable performance estimates', 'reduces dependence on a single train-test split']",['cross-validation guarantees perfect performance'],,,,,,,
